hotel_id,hotel_name,city,rating,cost,facilities
321,Hotel Maurya,patna,4.7,10056,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant"
322,Hotel Mundrika Deluxe,patna,5.0,9172,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
323,Hotel Aurelia Pearl,patna,4.6,8109,"Breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Full-service laundry, Smoke-free"
324,The Hotel Bliss | Best Hotels in Patna,patna,4.8,8282,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible"
325,The AVR Hotel,patna,3.0,2054,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle"
326,Super OYO Townhouse OAK Holiday Grand,patna,4.5,10874,"Apartment, Sleeps 7, Air conditioning, Kitchen, Cable TV, Free Wi-Fi, No airport shuttle, No beach access, No elevator"
327,Hotel Windsor,patna,3.7,3064,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
328,"Lemon Tree Premier, Patna",patna,4.9,8619,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant"
329,Treebo Trend Seven Suites,nagpur,4.6,8820,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Paid parking, Room service, Kitchen, Full-service laundry, Kid-friendly"
330,Treebo Trend Chalets,nagpur,4.7,7929,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
331,Radisson Blu Hotel Nagpur,nagpur,4.6,5827,"5-star hotel, Breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
332,Regenta Central Hotel & Convention Centre,nagpur,3.5,2317,"4-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service"
333,Hotel The Embassy,nagpur,4.6,11063,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Bar, Restaurant, Room service"
334,Hotel Centre Point,nagpur,3.2,1466,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
335,"The Legend Inn, Nagpur",nagpur,4.7,11651,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle"
336,Orange Tree Hotels,nagpur,4.7,6548,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
337,Octave Parkland Suites,nagpur,3.4,1113,"Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Room service, Kitchen, Full-service laundry"
338,"RSVP NAGPUR(Restro-bar,Rooftop & Rooms)",nagpur,4.6,9752,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Full-service laundry"
339,Treebo Trend Chalets,nagpur,3.9,3468,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
340,Hotel Orient Crown,nagpur,3.6,3020,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Kitchen, Smoke-free"
341,Hotel Maitrayee,nagpur,4.6,9042,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry"
342,Hotel Nagpur Ashok,nagpur,3.5,1920,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Spa, Bar, Restaurant"
343,Nirvana Residency,nagpur,3.0,1410,
344,The Paramount Hotel,nagpur,3.4,2067,"Free Wi-Fi, Paid parking, Pool, Air conditioning, Room service, Kitchen, Full-service laundry, Smoke-free"
345,Hotel President Nagpur,nagpur,3.7,1843,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle"
346,Treebo Trend The Pavilion,nagpur,4.7,10751,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
347,Treebo Trend Hotel A1,nagpur,4.9,5813,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Airport shuttle, Full-service laundry"
348,The Park Indore,indore,3.6,2617,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
349,Pride Hotel & Convention Centre Indore,indore,4.3,6180,"4-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant"
350,Pride Hotel & Convention Centre Indore,indore,3.8,3602,"4-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant"
351,Hotel Solaris,indore,5.0,5707,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service"
352,Sayaji Hotel Indore,indore,4.1,6083,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
353,Best Western Plus Indore,indore,4.9,5251,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service"
354,Fairfield by Marriott Indore,indore,3.2,1809,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service"
355,Jalsa Resort & Banquets,indore,4.9,11190,"Free Wi-Fi, Free parking, Pool, Spa, Restaurant, Kitchen, Full-service laundry, Accessible, Kid-friendly"
356,Radisson Blu Hotel Indore,indore,3.4,2747,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
357,Indore Marriott Hotel,indore,4.9,11746,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
358,Sheraton Grand Palace Indore,indore,3.5,2931,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
359,Jardin Hotels,indore,3.2,1009,"Free breakfast, Free Wi-Fi, Free parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry, Accessible"
360,"WOW Crest, Indore - IHCL SeleQtions",indore,3.9,3199,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Fitness center, Spa, Bar, Restaurant"
361,Effotel by Sayaji,indore,4.5,4936,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle"
362,"Hotel Meritel Grande, Indore",indore,3.6,3123,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Spa, Bar, Restaurant, Room service, Kitchen"
363,Hotel Vrindavan Palace,indore,4.2,6612,"Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Room service, Kitchen, Full-service laundry"
364,Hotel Shri Niwas,indore,4.0,5563,"2-star hotel, Free Wi-Fi, Paid parking, Pool, Kitchen, Full-service laundry, Kid-friendly"
365,JMC HOTEL S GRANDE INDORE,indore,3.8,2465,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Kitchen"
366,The Park Indore,indore,4.2,5663,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
367,My Special House,indore,3.5,1834,"Sleeps 2, 1 bedroom, Air conditioning, Fireplace, Paid parking, Free Wi-Fi, No crib, No elevator, No fitness center"
368,Astha Lakshmi Tourist Homestay,indore,4.4,5571,"Sleeps 6, 2 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator"
369,Treebo Trend Grand Euro,indore,3.0,1819,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Business center, Kid-friendly"
370,Sayaji Hotel Indore,indore,4.9,4730,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
371,Trident Hotel Jaipur,jaipur,4.1,5110,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
372,The Lalit Jaipur,jaipur,4.4,3311,"5-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
373,Hotel Sarang Palace - Boutique Stays & Candlelight Dining,jaipur,4.5,11374,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Spa, Bar, Restaurant, Room service"
374,Moustache Jaipur,jaipur,4.3,5246,"2-star hotel, Free Wi-Fi, Pool, Air conditioning, Restaurant, Kitchen, Full-service laundry"
375,Chokhi Dhani Resort,jaipur,3.7,2098,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant"
376,"Holiday Inn Jaipur City Centre, an IHG Hotel",jaipur,3.1,1463,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
377,Umaid Bhawan-A Royal Heritage Style Boutique Hotel,jaipur,4.3,2813,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Bar, Restaurant, Room service"
378,Jaipur Marriott Hotel,jaipur,3.7,2675,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
379,"Devi Ratn, Jaipur – IHCL SeleQtions",jaipur,3.6,3435,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Pet-friendly, Fitness center"
380,The Lalit Jaipur,jaipur,4.7,10202,"5-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
381,Hotel Rajasthan Palace,jaipur,4.4,3636,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle"
382,WelcomHeritage Traditional Haveli,jaipur,3.6,4389,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Spa, Bar, Restaurant"
383,Hilton Jaipur,jaipur,3.6,3421,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
384,"Lemon Tree Premier, Jaipur",jaipur,3.8,3337,"4-star hotel, Breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
385,Hotel Grand Lotus Inn,jaipur,3.8,4020,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
386,"Jai Mahal Palace, Jaipur",jaipur,3.6,1521,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
387,Chokhi Dhani Resort,jaipur,3.3,1224,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant"
388,Dera Jaipur,jaipur,3.8,1577,"Sleeps 17, 6 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator"
389,Blue Beds Jaipur,jaipur,4.9,6596,"3-star hotel, Breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry"
390,Hotel Royal Orchid Jaipur,jaipur,4.4,4266,"5-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Restaurant"
391,Ginger Jaipur,jaipur,4.8,11340,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Full-service laundry, Kid-friendly"
392,Pride Amber Vilas Resort & Convention Centre,jaipur,4.2,3724,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant"
393,Sureli Haveli Jaipur,jaipur,3.6,3747,"Sleeps 2, 1 bedroom, Paid parking, No outdoor grill, Not pet-friendly, Not smoke-free, Not wheelchair accessible"
394,ibis Nashik,nashik,4.1,6823,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Fitness center, Restaurant, Full-service laundry"
395,Treebo Trend Abode,nashik,3.0,2633,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Kitchen, Full-service laundry, Kid-friendly"
396,Birla Ayurveda Stay Centre,nashik,3.6,1955,"Sleeps 6, 2 bedrooms, Air conditioning, Paid parking, Free Wi-Fi, No crib, No elevator, No fireplace, No fitness center"
397,ibis Nashik,nashik,3.9,2680,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Fitness center, Restaurant, Full-service laundry"
398,Raghunandan Resort,nashik,4.2,4446,
399,The Emerald Park,nashik,4.3,4967,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry"
400,The Gateway Hotel Ambad Nashik,nashik,3.9,1999,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa"
401,"Enrise by Sayaji - Nashik, Best Banquet Hotel",nashik,3.9,1695,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry"
402,"Hotel Royale Heritage, Nashik",nashik,3.4,1876,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Room service, Airport shuttle"
403,Courtyard by Marriott Nashik,nashik,3.9,3219,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant"
404,Ginger Nashik,nashik,4.8,9734,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Kitchen, Full-service laundry, Kid-friendly"
405,Hotel Panchavati Yatri,nashik,4.6,11003,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry"
406,Caves County,nashik,3.3,2772,"Free breakfast, Free Wi-Fi, Free parking, Restaurant, Room service, Full-service laundry"
407,Hotel Rama Heritage,nashik,3.2,1157,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible"
408,PANCHAVATI ELITE INN,nashik,4.0,3408,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
409,"Holiday Inn Express Nashik Indira Nagar, an IHG Hotel",nashik,4.3,6594,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Accessible"
410,Shakuntala Farms - Rustic Farmstay with Modern Comforts,nashik,3.7,3944,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Kitchen, Full-service laundry"
411,Hotel Grand Rio,nashik,4.6,8891,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Airport shuttle"
412,"Hotel MBC Citadel Nashik ( Near Sula, Trimbakeshwar and MIDC Area )",nashik,4.5,4634,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible"
413,Shriram Guest House,nashik,4.3,6721,"Free Wi-Fi, Pool, Kitchen, Full-service laundry, Kid-friendly"
414,Quality Inn Regency,nashik,3.4,1890,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant"
415,"Treebo Trend The Utsav, Nashik",nashik,3.4,1488,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry"
416,Itsy by Treebo - Oasis Pride,nashik,3.0,2093,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Room service, Kitchen, Full-service laundry, Accessible, Kid-friendly"
417,Best Western Bliss,kanpur,3.5,3258,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Room service, Kitchen"
418,MVR Grand Hotel,kanpur,4.0,2512,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry"
419,The Landmark Towers,kanpur,4.7,9536,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
420,Red Orchid Hotel Kanpur,kanpur,3.1,2345,"Free breakfast, Free Wi-Fi, Paid parking, Bar, Restaurant, Room service, Kitchen, Full-service laundry"
421,Best Western Bliss,kanpur,3.8,2485,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Room service, Kitchen"
422,Hotel Kartar Yatri Niwas,kanpur,4.3,5912,"Free Wi-Fi, Air conditioning, Room service, Kitchen, Full-service laundry"
423,Vijay Intercontinental,kanpur,3.4,1667,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
424,Moon And Mars Resort,kanpur,4.4,3201,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
425,Status club business Hotel,kanpur,4.0,6788,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Airport shuttle, Full-service laundry"
426,Hotel Bhagyaraj Palace -Best Hotel In Kanpur,kanpur,3.5,2977,"Free Wi-Fi, Paid parking, Restaurant, Room service, Kitchen, Full-service laundry"
427,Hotel The Novelty,kanpur,4.3,3054,"Free Wi-Fi, Air conditioning, Breakfast, Paid parking, Room service, Kitchen, Kid-friendly, Smoke-free"
428,Little Chef Hotel,kanpur,3.0,2978,"3-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Fitness center, Bar, Restaurant, Room service"
429,"Krishna vatika, Krishna nagar Kanpur nagar uttar pradesh",kanpur,4.5,10942,
430,THE VILLA,kanpur,4.5,8658,"3-star hotel, Free Wi-Fi, Pool, Kitchen, Full-service laundry, Kid-friendly"
431,Hotel Sant Villa,kanpur,3.2,983,"1-star hotel, Free Wi-Fi, Air conditioning, Kitchen, Full-service laundry"
432,Status Club & Resort,kanpur,3.9,3099,"3-star hotel, Air conditioning, Kid-friendly"
433,The Deep Hotel,kanpur,3.4,2825,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry"
434,THE ROYAL ORCHID HOTEL | Hotels in Kanpur,kanpur,4.9,4856,"Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry"
435,Little Chef Hotel,kanpur,4.0,5669,"3-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Fitness center, Bar, Restaurant, Room service"
436,Hotel Bhagyaraj Palace -Best Hotel In Kanpur,kanpur,3.1,2429,"Free Wi-Fi, Paid parking, Restaurant, Room service, Kitchen, Full-service laundry"
437,The Altius Boutique Hotel,chandigarh,3.5,2538,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Bar, Restaurant, Room service"
438,Hotel Oyster,chandigarh,4.7,10622,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Spa, Bar, Restaurant"
439,Hotel Emerald Chandigarh,chandigarh,3.9,1566,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly"
440,Hotel Aroma Chandigarh,chandigarh,4.6,7425,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Spa, Restaurant, Room service"
441,The Altius Boutique Hotel,chandigarh,4.3,3053,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Bar, Restaurant, Room service"
442,Hotel The Yellow,chandigarh,5.0,7324,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible"
443,Hotel Royal Park 22,chandigarh,4.2,4475,"3-star hotel, Free Wi-Fi, Air conditioning, Pet-friendly, Restaurant, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly"
444,Hotel City Palace,chandigarh,4.9,10504,"Breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry"
445,"The Fern Residency, Chandigarh",chandigarh,4.8,9882,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle"
446,Wyndham Chandigarh Mohali,chandigarh,4.2,3349,"Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa, Restaurant"
447,Hotel City Heart Premium,chandigarh,4.4,5223,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry"
448,Hotel Pride,chandigarh,4.0,3592,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
449,The Regent hotel,chandigarh,4.7,4863,"3-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
450,Hotel Chandigarh Beckons,chandigarh,4.1,5386,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
451,Taj Chandigarh,chandigarh,4.8,8972,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
452,The Piccadily Hotel,chandigarh,4.5,7273,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Bar, Restaurant, Room service, Kitchen"
453,Amara Hotel,chandigarh,3.9,4132,"3-star hotel, Free breakfast, Wi-Fi, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible"
454,Hotel Landmark Chandigarh,chandigarh,3.5,2217,"2-star hotel, Breakfast, Free Wi-Fi, Paid parking, Hot tub, Air conditioning, Restaurant, Room service, Kitchen"
455,Hotel Park Inn,chandigarh,3.5,4304,"3-star hotel, Free breakfast, Wi-Fi, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly"
456,Kapoor's Homestay Chandigarh,chandigarh,4.3,6306,"Sleeps 5, 2 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator"
457,Natures Blessing,chandigarh,4.5,10196,"Sleeps 7, 3 bedrooms, Air conditioning, Elevator, Fireplace, Kitchen, Paid parking, Free Wi-Fi, No crib"
458,Hotel Parkview,chandigarh,4.0,6420,
459,Hotel Icon,chandigarh,4.3,3993,"4-star hotel, Free breakfast, Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
460,The Guwahati Address,guwahati,3.5,2052,"4-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
461,Treebo Trend Umal Homestay,guwahati,3.2,1158,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Kitchen, Full-service laundry"
462,"Radisson Blu Hotel, Guwahati",guwahati,3.6,4432,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
463,Exotic Villa Homestay,guwahati,3.5,3374,"Breakfast, Free Wi-Fi, Free parking, Room service, Kitchen, Full-service laundry, Kid-friendly"
464,Vivanta Guwahati,guwahati,3.6,1651,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Pet-friendly, Fitness center"
465,"The Greenwood Resort, Guwahati",guwahati,4.1,4903,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Spa, Bar, Restaurant"
466,Novotel Guwahati GS Road,guwahati,3.3,1725,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
467,Ginger Guwahati,guwahati,3.5,1679,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Full-service laundry, Kid-friendly"
468,A P Home's,guwahati,4.4,4134,"Sleeps 6, 2 bedrooms, Air conditioning, Fireplace, Cable TV, Free Wi-Fi, No crib, No elevator, No fitness center"
469,Mahalaxmi Home Stay,guwahati,4.4,2843,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Kitchen, Airport shuttle"
470,The Ornate,guwahati,3.1,2192,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry"
471,Gibbon Backpackers Hostel,guwahati,3.8,2770,"Breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Kitchen, Full-service laundry"
472,Pragati Manor,guwahati,4.1,6722,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle"
473,The Rhino,guwahati,3.8,3131,
474,Hiltop Lodge,guwahati,3.4,2839,"Sleeps 5, 2 bedrooms, Fireplace, Paid parking, Free Wi-Fi, No air conditioning, No crib, No elevator, No fitness center"
475,Airport Guest House Guwahati,guwahati,3.8,2537,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen"
476,"The Greenwood, Guwahati : A Luxury Boutique Hotel",guwahati,4.8,4799,"Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar, Restaurant"
477,Dula Homestay,guwahati,4.2,4065,"Free Wi-Fi, Free parking, Air conditioning, Breakfast, Kitchen, Accessible"
478,Luit Vista Guest House (A boutique Heritage property),guwahati,4.4,4843,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Kid-friendly, Smoke-free"
479,Hotel Dynasty,guwahati,4.7,7424,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Spa, Bar, Restaurant"
480,Ratnamouli Palace,guwahati,4.5,11562,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar, Restaurant"
481,Treebo Trend Pappilon Palace,mangalore,3.8,1695,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Room service, Full-service laundry, Kid-friendly, Smoke-free"
482,Treebo Trend The Horizon - Hotel in Mangalore,mangalore,3.0,2259,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Kitchen, Full-service laundry"
483,Rks Beachfront,mangalore,3.7,2619,"Free Wi-Fi, Free parking, Pool, Beach access, Bar, Restaurant, Room service, Kitchen, Full-service laundry"
484,Hotel Manorama,mangalore,4.5,5519,"3-star hotel, Free Wi-Fi, Free parking, Air conditioning, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly"
485,Grand Plaza Hotel,mangalore,4.7,11048,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Room service, Airport shuttle, Kid-friendly"
486,Hotel Ganga Sagar,mangalore,4.9,7514,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly, Smoke-free"
487,"Vivanta Mangalore, Old Port Road",mangalore,3.8,3289,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa"
