flight_id,source,destination,airline,departure time,arrival_time,price,duration,duration_minutes
4997,Delhi,Cochin,Multiple carriers,18:15,01:30 16 Jun,13377,7h 15m,435
4998,Kolkata,Banglore,Air Asia,07:35,23:30,5192,15h 55m,955
4999,Delhi,Cochin,Multiple carriers,11:40,19:15,7268,7h 35m,455
5000,Kolkata,Banglore,Jet Airways,20:25,09:45 25 May,12384,13h 20m,800
5001,Banglore,New Delhi,IndiGo,04:00,06:50,5694,2h 50m,170
5002,Banglore,New Delhi,Jet Airways,08:55,15:55,16338,7h,420
5003,Delhi,Cochin,Multiple carriers,13:00,01:30 07 Jun,7198,12h 30m,750
5004,Delhi,Cochin,Jet Airways,08:00,18:50,6540,10h 50m,650
5005,Mumbai,Hyderabad,Jet Airways,19:35,21:05,3210,1h 30m,90
5006,Kolkata,Banglore,SpiceJet,06:55,09:30,3873,2h 35m,155
5007,Banglore,Delhi,Air Asia,11:10,13:55,4483,2h 45m,165
5008,Delhi,Cochin,Air Asia,16:45,22:25,6752,5h 40m,340
5009,Banglore,Delhi,IndiGo,07:10,10:05,4823,2h 55m,175
5010,Kolkata,Banglore,Air India,20:30,08:55 07 May,10203,12h 25m,745
5011,Kolkata,Banglore,SpiceJet,22:20,00:40 19 May,3873,2h 20m,140
5012,Mumbai,Hyderabad,SpiceJet,13:10,14:30,2017,1h 20m,80
5013,Kolkata,Banglore,Jet Airways,08:25,04:40 07 Jun,8586,20h 15m,1215
5014,Banglore,New Delhi,Jet Airways,22:50,10:25 02 Mar,31825,11h 35m,695
5015,Kolkata,Banglore,Air India,10:00,13:45 16 May,16057,27h 45m,1665
5016,Delhi,Cochin,Jet Airways,02:15,04:25 07 Jun,10262,26h 10m,1570
5017,Delhi,Cochin,IndiGo,20:25,01:30 02 Jun,6593,5h 5m,305
5018,Banglore,Delhi,SpiceJet,21:10,00:05 25 Jun,3971,2h 55m,175
5019,Delhi,Cochin,Jet Airways,19:15,18:50 10 Mar,16289,23h 35m,1415
5020,Kolkata,Banglore,Jet Airways,09:35,09:45 02 May,9314,24h 10m,1450
5021,Banglore,Delhi,Jet Airways,17:45,20:45,4030,3h,180
5022,Delhi,Cochin,Multiple carriers,14:00,21:00,13587,7h,420
5023,Kolkata,Banglore,Jet Airways,20:25,18:00 02 May,9314,21h 35m,1295
5024,Delhi,Cochin,Air Asia,20:45,07:10 16 Jun,6253,10h 25m,625
5025,Kolkata,Banglore,Air Asia,07:35,23:30,5192,15h 55m,955
5026,Kolkata,Banglore,Air India,09:25,13:45 02 May,16372,28h 20m,1700
5027,Banglore,Delhi,Vistara,11:30,14:20,5403,2h 50m,170
5028,Delhi,Cochin,Multiple carriers,11:30,18:50,11200,7h 20m,440
5029,Chennai,Kolkata,IndiGo,11:35,14:00,3858,2h 25m,145
5030,Kolkata,Banglore,IndiGo,15:30,18:05,4174,2h 35m,155
5031,Delhi,Cochin,Air India,18:05,21:10,5411,3h 5m,185
5032,Mumbai,Hyderabad,IndiGo,16:55,18:25,3175,1h 30m,90
5033,Chennai,Kolkata,IndiGo,14:45,17:05,3858,2h 20m,140
5034,Kolkata,Banglore,Jet Airways,20:00,04:40 02 May,13941,8h 40m,520
5035,Delhi,Cochin,Air India,13:15,19:15 16 Jun,12182,30h,1800
5036,Banglore,Delhi,IndiGo,16:55,19:55,4990,3h,180
5037,Kolkata,Banglore,Jet Airways,20:25,22:05 10 Jun,10539,25h 40m,1540
5038,Banglore,New Delhi,IndiGo,10:05,13:00,6860,2h 55m,175
5039,Delhi,Cochin,Vistara,14:55,17:50,8001,2h 55m,175
5040,Delhi,Cochin,Jet Airways,22:50,19:00 28 Jun,10262,20h 10m,1210
5041,Kolkata,Banglore,Vistara,17:00,23:25,8085,6h 25m,385
5042,Banglore,Delhi,IndiGo,00:25,03:15,3419,2h 50m,170
5043,Kolkata,Banglore,Air India,10:00,13:45 02 May,15164,27h 45m,1665
5044,Kolkata,Banglore,IndiGo,17:15,20:00,6565,2h 45m,165
5045,Delhi,Cochin,Jet Airways,05:25,18:50,9254,13h 25m,805
5046,Kolkata,Banglore,Air Asia,06:50,10:30,6857,3h 40m,220
5047,Kolkata,Banglore,Air India,07:00,01:20 13 May,12140,18h 20m,1100
5048,Kolkata,Banglore,SpiceJet,09:00,11:25,3841,2h 25m,145
5049,Kolkata,Banglore,Jet Airways,08:25,19:50,14781,11h 25m,685
5050,Delhi,Cochin,Air India,10:00,07:40 19 May,8372,21h 40m,1300
5051,Kolkata,Banglore,Air India,16:45,23:15 02 Apr,8607,30h 30m,1830
5052,Delhi,Cochin,Multiple carriers,10:00,21:00,13587,11h,660
5053,Delhi,Cochin,Jet Airways,20:55,04:25 19 May,15554,7h 30m,450
5054,Kolkata,Banglore,Jet Airways,21:10,19:50 22 May,10844,22h 40m,1360
5055,Mumbai,Hyderabad,IndiGo,12:00,13:30,4392,1h 30m,90
5056,Banglore,Delhi,Air India,17:00,19:45,6961,2h 45m,165
5057,Delhi,Cochin,Air India,09:45,23:00,8907,13h 15m,795
5058,Delhi,Cochin,IndiGo,08:35,22:30,6442,13h 55m,835
5059,Kolkata,Banglore,Jet Airways,14:05,23:35,8586,9h 30m,570
5060,Delhi,Cochin,Air India,12:55,19:15 16 May,13486,30h 20m,1820
5061,Mumbai,Hyderabad,Air India,19:30,20:45,3100,1h 15m,75
5062,Delhi,Cochin,Jet Airways,17:55,04:25 08 Mar,15812,34h 30m,2070
5063,Delhi,Cochin,Air India,18:05,21:10,5201,3h 5m,185
5064,Delhi,Cochin,IndiGo,07:35,21:20,9413,13h 45m,825
5065,Delhi,Cochin,Air India,20:15,19:15 07 Jun,13591,23h,1380
5066,Mumbai,Hyderabad,Jet Airways,02:55,04:20,5678,1h 25m,85
5067,Banglore,New Delhi,Air India,08:15,23:10,6781,14h 55m,895
5068,Banglore,New Delhi,Jet Airways,18:40,11:25 19 Mar,7832,16h 45m,1005
5069,Delhi,Cochin,Jet Airways,16:00,18:50 10 Mar,14053,26h 50m,1610
5070,Kolkata,Banglore,Jet Airways,20:25,09:45 10 May,10703,13h 20m,800
5071,Delhi,Cochin,Multiple carriers,17:30,01:30 16 May,13727,8h,480
5072,Delhi,Cochin,Multiple carriers,13:00,21:00,7408,8h,480
5073,Banglore,New Delhi,Jet Airways,14:05,11:25 02 Mar,20800,21h 20m,1280
5074,Delhi,Cochin,Air India,13:20,07:40 04 Jun,11911,18h 20m,1100
5075,Banglore,Delhi,Vistara,07:00,09:40,5403,2h 40m,160
5076,Kolkata,Banglore,Jet Airways,09:35,19:10,13469,9h 35m,575
5077,Delhi,Cochin,Jet Airways,21:25,12:35 07 Jun,11270,15h 10m,910
5078,Delhi,Cochin,Air Asia,20:45,06:35 25 Jun,6152,9h 50m,590
5079,Delhi,Cochin,Jet Airways,08:00,04:25 28 Mar,12452,20h 25m,1225
5080,Kolkata,Banglore,Jet Airways,16:30,16:20 16 May,10844,23h 50m,1430
5081,Delhi,Cochin,IndiGo,11:55,22:30,8216,10h 35m,635
5082,Kolkata,Banglore,Jet Airways,06:30,19:50,13626,13h 20m,800
5083,Delhi,Cochin,Multiple carriers,07:05,21:20,7084,14h 15m,855
5084,Delhi,Cochin,Multiple carriers,04:55,19:15,7575,14h 20m,860
5085,Banglore,New Delhi,Air India,08:15,08:50 07 Mar,6781,24h 35m,1475
5086,Banglore,Delhi,Jet Airways,07:10,10:10,6478,3h,180
5087,Mumbai,Hyderabad,SpiceJet,05:45,07:05,2385,1h 20m,80
5088,Delhi,Cochin,Multiple carriers,13:00,21:00,9385,8h,480
5089,Banglore,Delhi,GoAir,07:45,10:40,5048,2h 55m,175
5090,Delhi,Cochin,IndiGo,20:25,01:30 13 Jun,5058,5h 5m,305
5091,Delhi,Cochin,Multiple carriers Premium economy,06:00,13:20,11269,7h 20m,440
5092,Delhi,Cochin,Multiple carriers,19:00,01:30 10 Apr,7363,6h 30m,390
5093,Delhi,Cochin,Air India,21:30,19:15 10 Mar,11762,21h 45m,1305
5094,Delhi,Cochin,Jet Airways,15:05,04:25 07 Mar,15764,13h 20m,800
5095,Delhi,Cochin,Jet Airways,10:00,04:25 13 Jun,10262,18h 25m,1105
5096,Delhi,Cochin,Jet Airways,14:35,12:35 04 Jun,10919,22h,1320
5097,Delhi,Cochin,Jet Airways,17:30,19:00 16 Jun,10262,25h 30m,1530
5098,Kolkata,Banglore,Air India,05:50,23:15,11883,17h 25m,1045
5099,Kolkata,Banglore,SpiceJet,22:20,00:40 22 Mar,3847,2h 20m,140
5100,Mumbai,Hyderabad,Jet Airways,19:35,21:05,5678,1h 30m,90
5101,Kolkata,Banglore,Vistara,07:10,22:40,8662,15h 30m,930
5102,Delhi,Cochin,Jet Airways,14:00,04:25 28 May,12898,14h 25m,865
5103,Banglore,Delhi,SpiceJet,21:10,00:05 13 May,4423,2h 55m,175
5104,Delhi,Cochin,Air India,17:40,08:15 13 Jun,8991,14h 35m,875
5105,Delhi,Cochin,SpiceJet,17:55,22:50,5409,4h 55m,295
5106,Delhi,Cochin,IndiGo,08:35,16:10,6442,7h 35m,455
5107,Kolkata,Banglore,Air India,12:00,21:50,9941,9h 50m,590
5108,Delhi,Cochin,IndiGo,06:40,21:20,6494,14h 40m,880
5109,Delhi,Cochin,Multiple carriers,17:00,01:30 25 Jun,7198,8h 30m,510
5110,Banglore,New Delhi,SpiceJet,05:45,08:35,7110,2h 50m,170
5111,Banglore,New Delhi,Jet Airways,18:55,09:30 13 Mar,11087,14h 35m,875
5112,Kolkata,Banglore,IndiGo,20:20,22:55,4804,2h 35m,155
5113,Banglore,Delhi,IndiGo,07:10,10:05,4823,2h 55m,175
5114,Kolkata,Banglore,Jet Airways,09:35,19:10,14151,9h 35m,575
5115,Delhi,Cochin,Multiple carriers,06:00,19:00,10791,13h,780
5116,Kolkata,Banglore,Vistara,07:10,09:05 02 Apr,7980,25h 55m,1555
5117,Delhi,Cochin,Air India,05:15,06:50 28 Apr,6587,25h 35m,1535
5118,Chennai,Kolkata,Vistara,07:05,09:20,3687,2h 15m,135
5119,Delhi,Cochin,Air India,18:45,19:15 16 May,13307,24h 30m,1470
5120,Mumbai,Hyderabad,Air India,15:00,16:25,2050,1h 25m,85
5121,Delhi,Cochin,Multiple carriers,09:00,19:00,10197,10h,600
5122,Banglore,Delhi,Vistara,21:00,23:50,4668,2h 50m,170
5123,Banglore,Delhi,IndiGo,13:00,15:50,4990,2h 50m,170
5124,Mumbai,Hyderabad,IndiGo,06:25,07:55,4049,1h 30m,90
5125,Delhi,Cochin,Multiple carriers,09:00,21:00,7933,12h,720
5126,Mumbai,Hyderabad,IndiGo,09:10,10:40,4049,1h 30m,90
5127,Delhi,Cochin,Jet Airways,07:05,04:25 28 Mar,6645,21h 20m,1280
5128,Mumbai,Hyderabad,Jet Airways,08:45,10:15,8040,1h 30m,90
5129,Delhi,Cochin,Multiple carriers,13:00,01:35 22 Mar,8098,12h 35m,755
5130,Delhi,Cochin,Jet Airways,02:15,19:00,10262,16h 45m,1005
5131,Banglore,New Delhi,Jet Airways,18:40,07:40 16 Mar,12284,13h,780
5132,Delhi,Cochin,Jet Airways,15:00,19:00 04 Jun,10262,28h,1680
5133,Banglore,Delhi,IndiGo,20:00,22:50,4990,2h 50m,170
5134,Banglore,New Delhi,Air India,17:25,10:35 16 Mar,12568,17h 10m,1030
5135,Kolkata,Banglore,Jet Airways,14:05,23:35,11841,9h 30m,570
5136,Delhi,Cochin,Jet Airways,02:15,12:35,18371,10h 20m,620
5137,Banglore,New Delhi,SpiceJet,10:20,18:15,23267,7h 55m,475
5138,Kolkata,Banglore,Jet Airways,09:35,23:35,13067,14h,840
5139,Chennai,Kolkata,IndiGo,22:05,00:25 22 Jun,5277,2h 20m,140
5140,Delhi,Cochin,Air India,17:15,07:40 28 May,13879,14h 25m,865
5141,Kolkata,Banglore,IndiGo,17:15,19:50,4174,2h 35m,155
5142,Delhi,Cochin,Air India,19:45,19:15 10 May,10178,23h 30m,1410
5143,Delhi,Cochin,Jet Airways,11:45,04:25 13 Jun,13882,16h 40m,1000
5144,Banglore,Delhi,Vistara,19:30,22:15,4878,2h 45m,165
5145,Banglore,Delhi,Vistara,09:45,12:35,4668,2h 50m,170
5146,Kolkata,Banglore,Jet Airways,20:00,22:35 22 May,10844,26h 35m,1595
5147,Delhi,Cochin,Multiple carriers,08:45,21:00,7005,12h 15m,735
5148,Delhi,Cochin,Jet Airways,02:15,12:35,12898,10h 20m,620
5149,Delhi,Cochin,Air India,03:50,19:15,9929,15h 25m,925
5150,Delhi,Cochin,Jet Airways,10:00,19:00,14714,9h,540
5151,Delhi,Cochin,Air India,05:10,08:00,6094,2h 50m,170
5152,Banglore,New Delhi,Jet Airways,11:40,23:00,16736,11h 20m,680
5153,Banglore,Delhi,Jet Airways,11:10,14:05,7229,2h 55m,175
5154,Delhi,Cochin,Multiple carriers,04:55,12:35,8882,7h 40m,460
5155,Delhi,Cochin,Multiple carriers,08:00,19:00,10197,11h,660
5156,Kolkata,Banglore,IndiGo,20:20,22:55,4804,2h 35m,155
5157,Delhi,Cochin,IndiGo,07:30,13:20,13628,5h 50m,350
5158,Delhi,Cochin,Vistara,14:40,17:50,6216,3h 10m,190
5159,Delhi,Cochin,Air India,05:15,06:50 22 May,7480,25h 35m,1535
5160,Kolkata,Banglore,Air India,10:00,16:15,11936,6h 15m,375
5161,Chennai,Kolkata,SpiceJet,08:20,10:35,3859,2h 15m,135
5162,Kolkata,Banglore,Jet Airways,20:00,10:05 13 May,8586,14h 5m,845
5163,Banglore,New Delhi,Vistara,21:10,00:05 02 Mar,21730,2h 55m,175
5164,Delhi,Cochin,IndiGo,17:10,01:30 02 Jun,6628,8h 20m,500
5165,Kolkata,Banglore,Air India,12:00,07:55 02 May,10151,19h 55m,1195
5166,Kolkata,Banglore,Jet Airways,17:00,14:25 22 May,11467,21h 25m,1285
5167,Delhi,Cochin,IndiGo,05:10,10:05,7010,4h 55m,295
5168,Banglore,Delhi,Jet Airways,17:45,20:45,7229,3h,180
5169,Banglore,New Delhi,IndiGo,13:10,16:10,8033,3h,180
5170,Banglore,Delhi,Jet Airways,11:10,14:05,7229,2h 55m,175
5171,Kolkata,Banglore,IndiGo,21:00,02:15 10 Jun,6911,5h 15m,315
5172,Delhi,Cochin,Jet Airways,20:00,19:00 28 Jun,14300,23h,1380
5173,Kolkata,Banglore,Air India,07:00,01:20 10 Jun,13033,18h 20m,1100
5174,Banglore,Delhi,IndiGo,04:00,06:50,3943,2h 50m,170
5175,Banglore,New Delhi,SpiceJet,09:35,12:30,6205,2h 55m,175
5176,Delhi,Cochin,IndiGo,11:30,21:00,14871,9h 30m,570
5177,Mumbai,Hyderabad,Jet Airways,02:55,04:20,5678,1h 25m,85
5178,Delhi,Cochin,Multiple carriers,11:30,19:15,16108,7h 45m,465
5179,Banglore,New Delhi,Jet Airways,20:35,09:30 07 Mar,17261,12h 55m,775
5180,Banglore,Delhi,SpiceJet,05:55,08:35,3311,2h 40m,160
5181,Kolkata,Banglore,IndiGo,11:30,14:05,4174,2h 35m,155
5182,Banglore,Delhi,IndiGo,16:55,19:45,4823,2h 50m,170
5183,Banglore,New Delhi,Air India,22:00,13:20 13 Mar,8425,15h 20m,920
5184,Banglore,Delhi,Jet Airways,11:10,14:05,7229,2h 55m,175
5185,Delhi,Cochin,GoAir,10:35,19:35,5281,9h,540
5186,Delhi,Cochin,Jet Airways,08:00,04:25 10 Mar,17549,20h 25m,1225
5187,Delhi,Cochin,Multiple carriers,08:00,21:00,13797,13h,780
5188,Banglore,Delhi,IndiGo,08:30,11:20,4823,2h 50m,170
5189,Delhi,Cochin,Air India,17:40,09:35 04 Jun,7258,15h 55m,955
5190,Delhi,Cochin,Multiple carriers,12:50,01:35 04 Mar,18192,12h 45m,765
5191,Kolkata,Banglore,Air India,10:00,05:25 02 May,13899,19h 25m,1165
5192,Kolkata,Banglore,Jet Airways,14:05,20:45,10844,6h 40m,400
5193,Kolkata,Banglore,Jet Airways,09:35,09:45 13 May,14151,24h 10m,1450
5194,Delhi,Cochin,Multiple carriers,15:15,01:35 07 Mar,15147,10h 20m,620
5195,Banglore,Delhi,GoAir,07:45,10:40,3898,2h 55m,175
5196,Delhi,Cochin,IndiGo,05:05,16:10,6818,11h 5m,665
5197,Kolkata,Banglore,Jet Airways,16:30,12:00 16 May,14781,19h 30m,1170
5198,Kolkata,Banglore,Air Asia,15:10,23:30,5192,8h 20m,500
5199,Delhi,Cochin,Jet Airways,05:30,12:35,14441,7h 5m,425
5200,Kolkata,Banglore,Jet Airways,20:25,21:05 25 May,14151,24h 40m,1480
5201,Kolkata,Banglore,IndiGo,19:35,23:15,4226,3h 40m,220
5202,Delhi,Cochin,Air India,20:15,19:15 28 May,13381,23h,1380
5203,Delhi,Cochin,Multiple carriers,04:55,19:00,10678,14h 5m,845
5204,Delhi,Cochin,Jet Airways,11:30,18:50,12242,7h 20m,440
5205,Mumbai,Hyderabad,Jet Airways,02:55,04:20,4995,1h 25m,85
5206,Delhi,Cochin,Jet Airways,20:55,04:25 02 Jun,10262,7h 30m,450
5207,Kolkata,Banglore,SpiceJet,22:20,00:40 16 Apr,3841,2h 20m,140
5208,Kolkata,Banglore,Jet Airways,20:00,12:00 10 May,9663,16h,960
5209,Kolkata,Banglore,IndiGo,11:30,14:05,5224,2h 35m,155
5210,Delhi,Cochin,Multiple carriers,07:05,19:15,14533,12h 10m,730
5211,Mumbai,Hyderabad,SpiceJet,22:45,00:15 25 May,2017,1h 30m,90
5212,Banglore,Delhi,Jet Airways,18:55,22:00,5769,3h 5m,185
5213,Delhi,Cochin,Multiple carriers,10:45,18:50,11622,8h 5m,485
5214,Banglore,Delhi,IndiGo,18:55,21:50,4823,2h 55m,175
5215,Banglore,New Delhi,Jet Airways,14:05,11:25 19 Mar,7832,21h 20m,1280
5216,Delhi,Cochin,Multiple carriers,07:30,19:15,9001,11h 45m,705
5217,Mumbai,Hyderabad,IndiGo,12:00,13:30,2754,1h 30m,90
5218,Banglore,Delhi,Jet Airways,07:10,10:10,7229,3h,180
5219,Delhi,Cochin,IndiGo,21:05,01:45 10 Mar,6937,4h 40m,280
5220,Kolkata,Banglore,Air India,10:00,01:20 07 Jun,13033,15h 20m,920
5221,Banglore,Delhi,SpiceJet,05:55,08:35,3625,2h 40m,160
5222,Delhi,Cochin,Jet Airways,21:25,19:00 28 Jun,13292,21h 35m,1295
5223,Banglore,New Delhi,Air India,08:50,10:15 13 Mar,12778,25h 25m,1525
5224,Kolkata,Banglore,SpiceJet,14:55,17:25,3841,2h 30m,150
5225,Mumbai,Hyderabad,IndiGo,21:20,22:45,2227,1h 25m,85
5226,Kolkata,Banglore,SpiceJet,08:35,17:15,6171,8h 40m,520
5227,Kolkata,Banglore,Air India,12:00,07:55 13 May,10676,19h 55m,1195
5228,Delhi,Cochin,Jet Airways,19:30,12:35 25 Jun,13014,17h 5m,1025
5229,Mumbai,Hyderabad,IndiGo,02:30,04:00,2754,1h 30m,90
5230,Delhi,Cochin,Air India,17:15,07:40 28 Mar,8367,14h 25m,865
5231,Delhi,Cochin,Jet Airways,02:15,04:25 04 Apr,5177,26h 10m,1570
5232,Kolkata,Banglore,SpiceJet,17:10,19:40,4174,2h 30m,150
5233,Delhi,Cochin,Multiple carriers,08:45,19:00,9794,10h 15m,615
5234,Delhi,Cochin,Multiple carriers,09:45,16:10,10486,6h 25m,385
5235,Delhi,Cochin,Multiple carriers,08:00,19:15,15058,11h 15m,675
5236,Kolkata,Banglore,IndiGo,22:15,00:50 28 Apr,4804,2h 35m,155
5237,Delhi,Cochin,Jet Airways,16:00,19:45 07 Mar,17024,27h 45m,1665
5238,Kolkata,Banglore,GoAir,16:40,00:15 13 May,8855,7h 35m,455
5239,Delhi,Cochin,Air India,21:00,07:40 10 Jun,8372,10h 40m,640
5240,Mumbai,Hyderabad,Jet Airways,02:55,04:20,4050,1h 25m,85
5241,Banglore,Delhi,Jet Airways,11:10,14:05,7229,2h 55m,175
5242,Mumbai,Hyderabad,SpiceJet,05:45,07:05,2385,1h 20m,80
5243,Banglore,Delhi,GoAir,11:40,14:30,3898,2h 50m,170
5244,Banglore,New Delhi,IndiGo,01:30,04:15,6860,2h 45m,165
5245,Delhi,Cochin,SpiceJet,06:05,11:20,6749,5h 15m,315
5246,Kolkata,Banglore,Air India,14:30,23:15,15107,8h 45m,525
5247,Delhi,Cochin,Jet Airways,09:40,04:25 16 Jun,10368,18h 45m,1125
5248,Banglore,New Delhi,Jet Airways,07:00,21:20,7832,14h 20m,860
5249,Mumbai,Hyderabad,SpiceJet,13:15,14:45,2385,1h 30m,90
5250,Kolkata,Banglore,IndiGo,14:25,16:55,4804,2h 30m,150
5251,Delhi,Cochin,Air India,16:40,19:15 22 Mar,8236,26h 35m,1595
5252,Delhi,Cochin,IndiGo,11:30,21:00,6416,9h 30m,570
5253,Delhi,Cochin,Jet Airways,11:30,19:00,10262,7h 30m,450
5254,Delhi,Cochin,Jet Airways,22:50,19:00 10 Jun,14714,20h 10m,1210
5255,Kolkata,Banglore,SpiceJet,15:55,21:25,7646,5h 30m,330
5256,Delhi,Cochin,Air India,20:40,09:25 02 Jun,7480,12h 45m,765
5257,Chennai,Kolkata,Vistara,17:45,20:05,11982,2h 20m,140
5258,Delhi,Cochin,Multiple carriers,10:35,19:15,8309,8h 40m,520
5259,Delhi,Cochin,Jet Airways,05:30,12:35,13344,7h 5m,425
5260,Kolkata,Banglore,Air India,19:00,09:50 02 Apr,4227,14h 50m,890
5261,Delhi,Cochin,Air India,12:00,07:40 22 Mar,9706,19h 40m,1180
5262,Mumbai,Hyderabad,SpiceJet,13:15,14:45,2017,1h 30m,90
5263,Delhi,Cochin,IndiGo,08:35,22:30,6442,13h 55m,835
5264,Banglore,Delhi,Jet Airways,18:55,22:00,8016,3h 5m,185
5265,Delhi,Cochin,IndiGo,06:50,12:10,5298,5h 20m,320
5266,Banglore,Delhi,Vistara,17:00,19:35,4878,2h 35m,155
5267,Delhi,Cochin,Jet Airways,14:00,04:25 25 Jun,10262,14h 25m,865
5268,Kolkata,Banglore,IndiGo,04:50,09:50,4176,5h,300
5269,Delhi,Cochin,IndiGo,11:25,01:30 16 Jun,5883,14h 5m,845
5270,Delhi,Cochin,Multiple carriers,10:00,19:00,12717,9h,540
5271,Chennai,Kolkata,IndiGo,07:55,10:15,3850,2h 20m,140
5272,Chennai,Kolkata,IndiGo,19:35,21:55,3597,2h 20m,140
5273,Mumbai,Hyderabad,SpiceJet,13:15,14:45,2175,1h 30m,90
5274,Banglore,Delhi,Air Asia,23:55,02:45 13 Apr,7080,2h 50m,170
5275,Kolkata,Banglore,Jet Airways,21:10,08:15 02 Apr,8849,11h 5m,665
5276,Kolkata,Banglore,Jet Airways,08:25,19:50,9899,11h 25m,685
5277,Banglore,Delhi,Vistara,07:00,09:40,4878,2h 40m,160
5278,Delhi,Cochin,Multiple carriers,07:30,19:15,7787,11h 45m,705
5279,Chennai,Kolkata,SpiceJet,17:45,20:05,3597,2h 20m,140
5280,Delhi,Cochin,GoAir,10:35,19:35,5281,9h,540
5281,Kolkata,Banglore,Vistara,20:20,18:50 16 May,9345,22h 30m,1350
5282,Delhi,Cochin,IndiGo,11:55,22:30,6442,10h 35m,635
5283,Delhi,Cochin,IndiGo,09:15,21:00,6838,11h 45m,705
5284,Chennai,Kolkata,SpiceJet,17:45,20:05,3597,2h 20m,140
5285,Mumbai,Hyderabad,SpiceJet,05:45,07:05,3173,1h 20m,80
5286,Delhi,Cochin,Multiple carriers,18:15,01:30 04 Jun,13377,7h 15m,435
5287,Kolkata,Banglore,Jet Airways,20:25,18:00 10 May,9314,21h 35m,1295
5288,Delhi,Cochin,Multiple carriers,13:15,22:20,9856,9h 5m,545
5289,Delhi,Cochin,Air India,08:00,19:15,8372,11h 15m,675
5290,Kolkata,Banglore,Jet Airways,18:55,18:15 02 Apr,7064,23h 20m,1400
5291,Kolkata,Banglore,IndiGo,22:15,00:50 02 May,4804,2h 35m,155
5292,Delhi,Cochin,Jet Airways,05:30,19:00,13029,13h 30m,810
5293,Delhi,Cochin,IndiGo,14:20,22:30,7640,8h 10m,490
5294,Banglore,New Delhi,Jet Airways,08:00,15:15,22270,7h 15m,435
5295,Banglore,Delhi,Air India,21:05,23:55,4441,2h 50m,170
5296,Delhi,Cochin,Jet Airways,09:00,04:25 28 May,12898,19h 25m,1165
5297,Kolkata,Banglore,Jet Airways,18:55,16:20 02 Apr,7064,21h 25m,1285
5298,Kolkata,Banglore,Jet Airways,08:25,20:45,10844,12h 20m,740
5299,Kolkata,Banglore,SpiceJet,09:00,11:25,4174,2h 25m,145
5300,Kolkata,Banglore,Jet Airways,16:30,20:45 13 Jun,8529,28h 15m,1695
5301,Banglore,Delhi,IndiGo,22:10,01:00 22 May,3625,2h 50m,170
5302,Banglore,Delhi,IndiGo,00:30,03:25,3419,2h 55m,175
5303,Chennai,Kolkata,IndiGo,05:15,07:40,3850,2h 25m,145
5304,Kolkata,Banglore,Air India,16:50,13:45 25 May,12802,20h 55m,1255
5305,Delhi,Cochin,SpiceJet,15:55,21:55,9748,6h,360
5306,Delhi,Cochin,IndiGo,17:10,01:30 04 Jun,6104,8h 20m,500
5307,Banglore,Delhi,IndiGo,21:15,00:15 22 Jun,3943,3h,180
5308,Delhi,Cochin,IndiGo,06:50,16:10,7514,9h 20m,560
5309,Banglore,New Delhi,Jet Airways,19:55,22:35,18308,2h 40m,160
5310,Mumbai,Hyderabad,Air India,21:10,16:55,17327,4h 15m,255
5311,Delhi,Cochin,Air India,13:05,07:40 28 Mar,8892,18h 35m,1115
5312,Delhi,Cochin,Multiple carriers,10:20,19:00,9794,8h 40m,520
5313,Banglore,Delhi,IndiGo,00:30,03:25,4423,2h 55m,175
5314,Kolkata,Banglore,Jet Airways,20:00,20:45 25 May,10844,24h 45m,1485
5315,Delhi,Cochin,Jet Airways,18:15,19:00 10 May,15554,24h 45m,1485
5316,Chennai,Kolkata,Vistara,17:45,20:05,11982,2h 20m,140
5317,Mumbai,Hyderabad,IndiGo,06:25,07:55,4049,1h 30m,90
5318,Kolkata,Banglore,IndiGo,14:20,16:55,5618,2h 35m,155
5319,Delhi,Cochin,Air India,20:15,19:15 28 Jun,13591,23h,1380
5320,Delhi,Cochin,Multiple carriers,10:00,01:30 28 May,9508,15h 30m,930
5321,Chennai,Kolkata,SpiceJet,09:45,12:00,3543,2h 15m,135
5322,Banglore,Delhi,Jet Airways,18:55,22:00,7229,3h 5m,185
5323,Banglore,Delhi,Vistara,11:30,14:20,4668,2h 50m,170
5324,Kolkata,Banglore,Jet Airways,14:05,10:05 22 May,14388,20h,1200
5325,Kolkata,Banglore,Jet Airways,18:55,12:00 16 May,10844,17h 5m,1025
5326,Delhi,Cochin,Air India,20:40,09:25 10 Jun,7690,12h 45m,765
5327,Kolkata,Banglore,Jet Airways,09:35,09:45 22 May,13067,24h 10m,1450
5328,Mumbai,Hyderabad,SpiceJet,05:45,07:15,1965,1h 30m,90
5329,Delhi,Cochin,Jet Airways,16:00,18:50 10 Mar,16289,26h 50m,1610
5330,Kolkata,Banglore,Air India,20:30,08:55 13 May,10203,12h 25m,745
5331,Kolkata,Banglore,Jet Airways,14:05,23:35,15149,9h 30m,570
5332,Kolkata,Banglore,Vistara,17:00,23:25,9345,6h 25m,385
5333,Mumbai,Hyderabad,SpiceJet,05:45,07:15,2017,1h 30m,90
5334,Kolkata,Banglore,Vistara,07:10,23:25,9345,16h 15m,975
5335,Kolkata,Banglore,Air India,14:35,15:20 07 May,6528,24h 45m,1485
5336,Delhi,Cochin,Multiple carriers,07:00,13:20,15603,6h 20m,380
5337,Delhi,Cochin,Jet Airways,06:45,04:25 25 Jun,13376,21h 40m,1300
